"first_img"	"inquisition_img"	"doc_date"	"parish"	"the_deceased"	"given"	"surname"	"gender"	"verdict"	"cause_of_death"	"deceased_additional_info"	"has_depositions"	"lonlives_url"	"lonlives_document_ref"	"source"
"WACWIC652190440"	"WACWIC652190441"	"1779-09-20"	"St Margaret"	"Joseph Byron"	"Joseph"	"Byron"	"m"	"accidental"	"a large stone fell on his leg"	""	"y"	"https://www.londonlives.org/browse.jsp?div=WACWIC652190440"	"WACWIC65219"	"Westminster Coroners' Inquests, 1779, Westminster Abbey Muniment Room"
"WACWIC652190447"	"WACWIC652190448"	"1779-09-20"	"St Margaret"	"John Tilley"	"John"	"Tilley"	"m"	"accidental"	"fell off a chariot"	""	"y"	"https://www.londonlives.org/browse.jsp?div=WACWIC652190447"	"WACWIC65219"	"Westminster Coroners' Inquests, 1779, Westminster Abbey Muniment Room"
"WACWIC652190454"	"WACWIC652190455"	"1779-10-04"	"St Anne Soho"	"Frederick Cornman"	"Frederick"	"Cornman"	"m"	"homicide"	"beaten with sticks"	""	"y"	"https://www.londonlives.org/browse.jsp?div=WACWIC652190454"	"WACWIC65219"	"Westminster Coroners' Inquests, 1779, Westminster Abbey Muniment Room"
"WACWIC652190467"	"WACWIC652190468"	"1779-10-08"	"St Margaret"	"Joseph Sexton"	"Joseph"	"Sexton"	"m"	"natural causes"	"a fever"	"prisoner, Tothill Fields Bridewell"	"y"	"https://www.londonlives.org/browse.jsp?div=WACWIC652190467"	"WACWIC65219"	"Westminster Coroners' Inquests, 1779, Westminster Abbey Muniment Room"
"WACWIC652190477"	"WACWIC652190478"	"1779-10-14"	"St George Hanover Square"	"Unnamed woman"	""	""	"f"	"undetermined"	"found drowned"	""	"y"	"https://www.londonlives.org/browse.jsp?div=WACWIC652190477"	"WACWIC65219"	"Westminster Coroners' Inquests, 1779, Westminster Abbey Muniment Room"
"WACWIC652190485"	"WACWIC652190486"	"1779-10-20"	"St John the Evangelist"	"Unnamed female child"	""	""	"f"	"homicide"	"strangled"	"new born child"	"y"	"https://www.londonlives.org/browse.jsp?div=WACWIC652190485"	"WACWIC65219"	"Westminster Coroners' Inquests, 1779, Westminster Abbey Muniment Room"
"WACWIC652190498"	"WACWIC652190499"	"1779-10-20"	"St John the Evangelist"	"Unnamed male child"	""	""	"m"	"homicide"	"strangled"	"new born child"	""	"https://www.londonlives.org/browse.jsp?div=WACWIC652190498"	"WACWIC65219"	"Westminster Coroners' Inquests, 1779, Westminster Abbey Muniment Room"
"WACWIC652190500"	"WACWIC652190501"	"1779-10-28"	"St Anne Soho"	"Jane Pope"	"Jane"	"Pope"	"f"	"accidental"	"burnt"	"child"	"y"	"https://www.londonlives.org/browse.jsp?div=WACWIC652190500"	"WACWIC65219"	"Westminster Coroners' Inquests, 1779, Westminster Abbey Muniment Room"
"WACWIC652190508"	"WACWIC652190509"	"1779-11-02"	"St Margaret"	"John Kirby"	"John"	"Kirby"	"m"	"suicide (insane)"	"drowned"	""	"y"	"https://www.londonlives.org/browse.jsp?div=WACWIC652190508"	"WACWIC65219"	"Westminster Coroners' Inquests, 1779, Westminster Abbey Muniment Room"
"WACWIC652190517"	"WACWIC652190518"	"1779-11-02"	"St George Hanover Square"	"John Edridge"	"John"	"Edridge"	"m"	"suicide (insane)"	"hanged himself"	""	"y"	"https://www.londonlives.org/browse.jsp?div=WACWIC652190517"	"WACWIC65219"	"Westminster Coroners' Inquests, 1779, Westminster Abbey Muniment Room"
"WACWIC652190528"	"WACWIC652190529"	"1779-11-06"	"St Margaret"	"Benjamin Bennet"	"Benjamin"	"Bennet"	"m"	"accidental"	"fell from a house"	""	"y"	"https://www.londonlives.org/browse.jsp?div=WACWIC652190528"	"WACWIC65219"	"Westminster Coroners' Inquests, 1779, Westminster Abbey Muniment Room"
"WACWIC652190536"	"WACWIC652190537"	"1779-11-15"	"St Martin in the Fields"	"Unnamed woman"	""	""	"f"	"accidental"	"run over by a cart"	""	"y"	"https://www.londonlives.org/browse.jsp?div=WACWIC652190536"	"WACWIC65219"	"Westminster Coroners' Inquests, 1779, Westminster Abbey Muniment Room"
"WACWIC652190545"	"WACWIC652190546"	"1779-11-17"	"St Margaret"	"John Chilton"	"John"	"Chilton"	"m"	"accidental"	"run over by a coach"	""	"y"	"https://www.londonlives.org/browse.jsp?div=WACWIC652190545"	"WACWIC65219"	"Westminster Coroners' Inquests, 1779, Westminster Abbey Muniment Room"
"WACWIC652190554"	"WACWIC652190555"	"1779-11-23"	"St John the Evangelist"	"William Morgan"	"William"	"Morgan"	"m"	"accidental"	"drowned"	""	"y"	"https://www.londonlives.org/browse.jsp?div=WACWIC652190554"	"WACWIC65219"	"Westminster Coroners' Inquests, 1779, Westminster Abbey Muniment Room"
"WACWIC652190563"	"WACWIC652190564"	"1779-11-27"	"St George Hanover Square"	"Mary Perry"	"Mary"	"Perry"	"f"	"accidental"	"burnt"	"child"	"y"	"https://www.londonlives.org/browse.jsp?div=WACWIC652190563"	"WACWIC65219"	"Westminster Coroners' Inquests, 1779, Westminster Abbey Muniment Room"
"WACWIC652190568"	"WACWIC652190569"	"1779-12-07"	"St George Hanover Square"	"Elizabeth Stone"	"Elizabeth"	"Stone"	"f"	"suicide (insane)"	"drowned herself"	""	"y"	"https://www.londonlives.org/browse.jsp?div=WACWIC652190568"	"WACWIC65219"	"Westminster Coroners' Inquests, 1779, Westminster Abbey Muniment Room"
"WACWIC652190578"	"WACWIC652190579"	"1779-12-16"	"St George Hanover Square"	"Joseph Hall"	"Joseph"	"Hall"	"m"	"suicide (insane)"	"drowned himself"	""	"y"	"https://www.londonlives.org/browse.jsp?div=WACWIC652190578"	"WACWIC65219"	"Westminster Coroners' Inquests, 1779, Westminster Abbey Muniment Room"
"WACWIC652190588"	"WACWIC652190589"	"1779-12-20"	"St Margaret"	"Unnamed woman"	""	""	"f"	"undetermined"	"found drowned"	""	"y"	"https://www.londonlives.org/browse.jsp?div=WACWIC652190588"	"WACWIC65219"	"Westminster Coroners' Inquests, 1779, Westminster Abbey Muniment Room"
"WACWIC652190596"	"WACWIC652190597"	"1779-12-20"	"St Paul Covent Garden"	"John Raban"	"John"	"Raban"	"m"	"suicide (insane)"	"shot himself"	""	"y"	"https://www.londonlives.org/browse.jsp?div=WACWIC652190596"	"WACWIC65219"	"Westminster Coroners' Inquests, 1779, Westminster Abbey Muniment Room"
"WACWIC652190604"	"WACWIC652190605"	"1779-12-27"	"St Clement Danes"	"Unnamed woman"	""	""	"f"	"natural causes"	"excessive drinking"	""	"y"	"https://www.londonlives.org/browse.jsp?div=WACWIC652190604"	"WACWIC65219"	"Westminster Coroners' Inquests, 1779, Westminster Abbey Muniment Room"
"WACWIC652190612"	"WACWIC652190613"	"1779-12-29"	"St George Hanover Square"	"Unnamed man"	""	""	"m"	"accidental"	"drowned"	""	"y"	"https://www.londonlives.org/browse.jsp?div=WACWIC652190612"	"WACWIC65219"	"Westminster Coroners' Inquests, 1779, Westminster Abbey Muniment Room"
"WACWIC652200002"	"WACWIC652200003"	"1780-01-10"	"St Margaret"	"Mary Hands"	"Mary"	"Hands"	"f"	"natural causes"	"a fever"	"prisoner, Tothill Fields Bridewell"	"y"	"https://www.londonlives.org/browse.jsp?div=WACWIC652200002"	"WACWIC65220"	"Westminster Coroners' Inquests, 1780, Westminster Abbey Muniment Room"
"WACWIC652200010"	"WACWIC652200011"	"1780-01-13"	"St Margaret"	"John Farmer"	"John"	"Farmer"	"m"	"natural causes"	"a fever"	"prisoner, Tothill Fields Bridewell"	"y"	"https://www.londonlives.org/browse.jsp?div=WACWIC652200010"	"WACWIC65220"	"Westminster Coroners' Inquests, 1780, Westminster Abbey Muniment Room"
"WACWIC652200019"	"WACWIC652200020"	"1780-01-18"	"St James"	"Thomas Ireland"	"Thomas"	"Ireland"	"m"	"suicide (insane)"	"cut his throat"	""	"y"	"https://www.londonlives.org/browse.jsp?div=WACWIC652200019"	"WACWIC65220"	"Westminster Coroners' Inquests, 1780, Westminster Abbey Muniment Room"
"WACWIC652200028"	"WACWIC652200029"	"1780-01-25"	"St Margaret"	"Thomas Goodchild"	"Thomas"	"Goodchild"	"m"	"natural causes"	"a fever"	"prisoner, Tothill Fields Bridewell"	"y"	"https://www.londonlives.org/browse.jsp?div=WACWIC652200028"	"WACWIC65220"	"Westminster Coroners' Inquests, 1780, Westminster Abbey Muniment Room"
"WACWIC652200036"	"WACWIC652200037"	"1780-01-26"	"St George Hanover Square"	"Henry Woodward"	"Henry"	"Woodward"	"m"	"natural causes"	"died suddenly"	""	"y"	"https://www.londonlives.org/browse.jsp?div=WACWIC652200036"	"WACWIC65220"	"Westminster Coroners' Inquests, 1780, Westminster Abbey Muniment Room"
"WACWIC652200045"	"WACWIC652200046"	"1780-02-01"	"St George Hanover Square"	"John Graham"	"John"	"Graham"	"m"	"accidental"	"fell down into the area of his house"	""	"y"	"https://www.londonlives.org/browse.jsp?div=WACWIC652200045"	"WACWIC65220"	"Westminster Coroners' Inquests, 1780, Westminster Abbey Muniment Room"
"WACWIC652200056"	"WACWIC652200057"	"1780-02-05"	"St Margaret"	"John Fling"	"John"	"Fling"	"m"	"accidental"	"drowned"	""	"y"	"https://www.londonlives.org/browse.jsp?div=WACWIC652200056"	"WACWIC65220"	"Westminster Coroners' Inquests, 1780, Westminster Abbey Muniment Room"
"WACWIC652200065"	"WACWIC652200066"	"1780-02-07"	"St Paul Covent Garden"	"Edward Smith"	"Edward"	"Smith"	"m"	"suicide (insane)"	"shot himself"	""	"y"	"https://www.londonlives.org/browse.jsp?div=WACWIC652200065"	"WACWIC65220"	"Westminster Coroners' Inquests, 1780, Westminster Abbey Muniment Room"
"WACWIC652200074"	"WACWIC652200075"	"1780-02-08"	"St Margaret"	"William Kitchenman"	"William"	"Kitchenman"	"m"	"natural causes"	"a fever"	"prisoner, Tothill Fields Bridewell"	"y"	"https://www.londonlives.org/browse.jsp?div=WACWIC652200074"	"WACWIC65220"	"Westminster Coroners' Inquests, 1780, Westminster Abbey Muniment Room"
"WACWIC652200081"	"WACWIC652200082"	"1780-02-10"	"St Margaret"	"Unnamed man"	""	""	"m"	"undetermined"	"found drowned"	""	"y"	"https://www.londonlives.org/browse.jsp?div=WACWIC652200081"	"WACWIC65220"	"Westminster Coroners' Inquests, 1780, Westminster Abbey Muniment Room"
"WACWIC652200089"	"WACWIC652200090"	"1780-02-23"	"St James"	"Peter Frame"	"Peter"	"Frame"	"m"	"accidental"	"run over by a cart"	""	"y"	"https://www.londonlives.org/browse.jsp?div=WACWIC652200089"	"WACWIC65220"	"Westminster Coroners' Inquests, 1780, Westminster Abbey Muniment Room"
"WACWIC652200098"	"WACWIC652200099"	"1780-03-14"	"St Margaret"	"Thomas Langford"	"Thomas"	"Langford"	"m"	"accidental"	"run over by a cart"	""	"y"	"https://www.londonlives.org/browse.jsp?div=WACWIC652200098"	"WACWIC65220"	"Westminster Coroners' Inquests, 1780, Westminster Abbey Muniment Room"
"WACWIC652200107"	"WACWIC652200108"	"1780-03-16"	"St James"	"Robert Jones"	"Robert"	"Jones"	"m"	"accidental"	"fell off a ladder"	""	"y"	"https://www.londonlives.org/browse.jsp?div=WACWIC652200107"	"WACWIC65220"	"Westminster Coroners' Inquests, 1780, Westminster Abbey Muniment Room"
"WACWIC652200115"	"WACWIC652200116"	"1780-03-29"	"St George Hanover Square"	"Robert Kentish"	"Robert"	"Kentish"	"m"	"undetermined"	"found drowned"	""	"y"	"https://www.londonlives.org/browse.jsp?div=WACWIC652200115"	"WACWIC65220"	"Westminster Coroners' Inquests, 1780, Westminster Abbey Muniment Room"
"WACWIC652200124"	"WACWIC652200125"	"1780-03-30"	"St George Hanover Square"	"George Mould"	"George"	"Mould"	"m"	"accidental"	"fell down and was run over by a coach"	""	"y"	"https://www.londonlives.org/browse.jsp?div=WACWIC652200124"	"WACWIC65220"	"Westminster Coroners' Inquests, 1780, Westminster Abbey Muniment Room"
"WACWIC652200133"	"WACWIC652200134"	"1780-03-31"	"St Margaret"	"Unnamed woman"	""	""	"f"	"undetermined"	"found drowned"	""	"y"	"https://www.londonlives.org/browse.jsp?div=WACWIC652200133"	"WACWIC65220"	"Westminster Coroners' Inquests, 1780, Westminster Abbey Muniment Room"
"WACWIC652200147"	"WACWIC652200148"	"1780-04-03"	"St Margaret"	"Martha Steven"	"Martha"	"Steven"	"f"	"suicide (insane)"	"hanged herself"	""	"y"	"https://www.londonlives.org/browse.jsp?div=WACWIC652200147"	"WACWIC65220"	"Westminster Coroners' Inquests, 1780, Westminster Abbey Muniment Room"
"WACWIC652200156"	"WACWIC652200157"	"1780-04-04"	"St George Hanover Square"	"Robert Dawson"	"Robert"	"Dawson"	"m"	"accidental"	"fell down stone steps"	""	"y"	"https://www.londonlives.org/browse.jsp?div=WACWIC652200156"	"WACWIC65220"	"Westminster Coroners' Inquests, 1780, Westminster Abbey Muniment Room"
"WACWIC652200167"	"WACWIC652200168"	"1780-04-07"	"St Margaret"	"Elizabeth Dillon"	"Elizabeth"	"Dillon"	"f"	"accidental"	"suffocated in a turn-up bed"	"child"	"y"	"https://www.londonlives.org/browse.jsp?div=WACWIC652200167"	"WACWIC65220"	"Westminster Coroners' Inquests, 1780, Westminster Abbey Muniment Room"
"WACWIC652200175"	"WACWIC652200176"	"1780-04-25"	"St Clement Danes"	"Mary Elson"	"Mary"	"Elson"	"f"	"suicide (insane)"	"threw herself out of a window"	""	"y"	"https://www.londonlives.org/browse.jsp?div=WACWIC652200175"	"WACWIC65220"	"Westminster Coroners' Inquests, 1780, Westminster Abbey Muniment Room"
"WACWIC652200183"	"WACWIC652200184"	"1780-05-01"	"St Paul Covent Garden"	"John Lloyd"	"John"	"Lloyd"	"m"	"suicide (insane)"	"hanged himself"	""	"y"	"https://www.londonlives.org/browse.jsp?div=WACWIC652200183"	"WACWIC65220"	"Westminster Coroners' Inquests, 1780, Westminster Abbey Muniment Room"
"WACWIC652200193"	"WACWIC652200194"	"1780-05-02"	"St Martin in the Fields"	"James Kelly"	"James"	"Kelly"	"m"	"accidental"	"fell and was run over by a cart"	""	"y"	"https://www.londonlives.org/browse.jsp?div=WACWIC652200193"	"WACWIC65220"	"Westminster Coroners' Inquests, 1780, Westminster Abbey Muniment Room"
"WACWIC652200202"	"WACWIC652200203"	"1780-05-04"	"St James"	"Thomas Painter"	"Thomas"	"Painter"	"m"	"suicide (insane)"	"hanged himself"	""	"y"	"https://www.londonlives.org/browse.jsp?div=WACWIC652200202"	"WACWIC65220"	"Westminster Coroners' Inquests, 1780, Westminster Abbey Muniment Room"
"WACWIC652200212"	"WACWIC652200213"	"1780-05-11"	"St George Hanover Square"	"Andrew Dowley"	"Andrew"	"Dowley"	"m"	"undetermined"	"found drowned"	""	"y"	"https://www.londonlives.org/browse.jsp?div=WACWIC652200212"	"WACWIC65220"	"Westminster Coroners' Inquests, 1780, Westminster Abbey Muniment Room"
"WACWIC652200220"	"WACWIC652200221"	"1780-05-12"	"St Martin in the Fields"	"Peter Philip Le Jeune"	"Peter Philip"	"Le Jeune"	"m"	"suicide (delirious)"	"cut his throat"	""	"y"	"https://www.londonlives.org/browse.jsp?div=WACWIC652200220"	"WACWIC65220"	"Westminster Coroners' Inquests, 1780, Westminster Abbey Muniment Room"
"WACWIC652200229"	"WACWIC652200230"	"1780-05-22"	"St Margaret"	"John Tanner"	"John"	"Tanner"	"m"	"accidental"	"fell off a scaffold"	""	"y"	"https://www.londonlives.org/browse.jsp?div=WACWIC652200229"	"WACWIC65220"	"Westminster Coroners' Inquests, 1780, Westminster Abbey Muniment Room"
"WACWIC652200236"	"WACWIC652200237"	"1780-06-05"	"St Martin in the Fields"	"John Candler"	"John"	"Candler"	"m"	"accidental"	"drowned"	""	"y"	"https://www.londonlives.org/browse.jsp?div=WACWIC652200236"	"WACWIC65220"	"Westminster Coroners' Inquests, 1780, Westminster Abbey Muniment Room"
"WACWIC652200244"	"WACWIC652200245"	"1780-06-22"	"St Anne Soho"	"John Chapman"	"John"	"Chapman"	"m"	"accidental"	"fell out of a winodw"	""	"y"	"https://www.londonlives.org/browse.jsp?div=WACWIC652200244"	"WACWIC65220"	"Westminster Coroners' Inquests, 1780, Westminster Abbey Muniment Room"
"WACWIC652200252"	"WACWIC652200253"	"1780-06-26"	"St George Hanover Square"	"William Plumber"	"William"	"Plumber"	"m"	"accidental"	"gunshot wound"	""	"y"	"https://www.londonlives.org/browse.jsp?div=WACWIC652200252"	"WACWIC65220"	"Westminster Coroners' Inquests, 1780, Westminster Abbey Muniment Room"
"WACWIC652200261"	"WACWIC652200262"	"1780-07-03"	"St Martin in the Fields"	"William Simmons"	"William"	"Simmons"	"m"	"accidental"	"run over by a cart"	""	"y"	"https://www.londonlives.org/browse.jsp?div=WACWIC652200261"	"WACWIC65220"	"Westminster Coroners' Inquests, 1780, Westminster Abbey Muniment Room"
"WACWIC652200269"	"WACWIC652200270"	"1780-07-17"	"St Martin in the Fields"	"John Gowland"	"John"	"Gowland"	"m"	"accidental"	"drowned"	""	"y"	"https://www.londonlives.org/browse.jsp?div=WACWIC652200269"	"WACWIC65220"	"Westminster Coroners' Inquests, 1780, Westminster Abbey Muniment Room"
"WACWIC652200276"	"WACWIC652200277"	"1780-07-18"	"St George Hanover Square"	"William Scott"	"William"	"Scott"	"m"	"accidental"	"drowned"	""	"y"	"https://www.londonlives.org/browse.jsp?div=WACWIC652200276"	"WACWIC65220"	"Westminster Coroners' Inquests, 1780, Westminster Abbey Muniment Room"
"WACWIC652200285"	"WACWIC652200286"	"1780-07-28"	"St George Hanover Square"	"James Hone"	"James"	"Hone"	"m"	"accidental"	"the horse he was riding fell down"	""	"y"	"https://www.londonlives.org/browse.jsp?div=WACWIC652200285"	"WACWIC65220"	"Westminster Coroners' Inquests, 1780, Westminster Abbey Muniment Room"
"WACWIC652200296"	"WACWIC652200297"	"1780-07-29"	"St George Hanover Square"	"Andrew Taffs"	"Andrew"	"Taffs"	"m"	"accidental"	"drowned"	""	"y"	"https://www.londonlives.org/browse.jsp?div=WACWIC652200296"	"WACWIC65220"	"Westminster Coroners' Inquests, 1780, Westminster Abbey Muniment Room"
"WACWIC652200305"	"WACWIC652200306"	"1780-08-03"	"St George Hanover Square"	"Benjamin Softly"	"Benjamin"	"Softly"	"m"	"accidental"	"drowned"	""	"y"	"https://www.londonlives.org/browse.jsp?div=WACWIC652200305"	"WACWIC65220"	"Westminster Coroners' Inquests, 1780, Westminster Abbey Muniment Room"
"WACWIC652200315"	"WACWIC652200316"	"1780-08-05"	"St Martin in the Fields"	"John Chillis"	"John"	"Chillis"	"m"	"natural causes"	"burst blood vessel in the brain"	""	"y"	"https://www.londonlives.org/browse.jsp?div=WACWIC652200315"	"WACWIC65220"	"Westminster Coroners' Inquests, 1780, Westminster Abbey Muniment Room"
"WACWIC652200325"	"WACWIC652200326"	"1780-08-08"	"St George Hanover Square"	"Unnamed man"	""	""	"m"	"accidental"	"fell from a tree"	""	"y"	"https://www.londonlives.org/browse.jsp?div=WACWIC652200325"	"WACWIC65220"	"Westminster Coroners' Inquests, 1780, Westminster Abbey Muniment Room"
"WACWIC652200335"	"WACWIC652200336"	"1780-09-05"	"St Margaret"	"Jonathan Fidler"	"Jonathan"	"Fidler"	"m"	"accidental"	"kicked by a horse"	""	"y"	"https://www.londonlives.org/browse.jsp?div=WACWIC652200335"	"WACWIC65220"	"Westminster Coroners' Inquests, 1780, Westminster Abbey Muniment Room"
"WACWIC652200346"	"WACWIC652200347"	"1780-09-16"	"St Martin in the Fields"	"John Fotherby"	"John"	"Fotherby"	"m"	"natural causes"	""	""	"y"	"https://www.londonlives.org/browse.jsp?div=WACWIC652200346"	"WACWIC65220"	"Westminster Coroners' Inquests, 1780, Westminster Abbey Muniment Room"
"WACWIC652200356"	"WACWIC652200357"	"1780-09-19"	"St George Hanover Square"	"Unnamed female child"	""	""	"f"	"natural causes"	"still born"	"new born child"	"y"	"https://www.londonlives.org/browse.jsp?div=WACWIC652200356"	"WACWIC65220"	"Westminster Coroners' Inquests, 1780, Westminster Abbey Muniment Room"
"WACWIC652200363"	"WACWIC652200364"	"1780-09-21"	"St Margaret"	"Thomas Billingham"	"Thomas"	"Billingham"	"m"	"accidental"	"run over by a cart"	""	"y"	"https://www.londonlives.org/browse.jsp?div=WACWIC652200363"	"WACWIC65220"	"Westminster Coroners' Inquests, 1780, Westminster Abbey Muniment Room"
"WACWIC652200368"	"WACWIC652200369"	"1780-10-04"	"St James"	"Richard Chace"	"Richard"	"Chace"	"m"	"accidental"	"fell on iron spikes"	""	"y"	"https://www.londonlives.org/browse.jsp?div=WACWIC652200368"	"WACWIC65220"	"Westminster Coroners' Inquests, 1780, Westminster Abbey Muniment Room"
"WACWIC652200377"	"WACWIC652200378"	"1780-10-11"	"St Margaret"	"Ann Petro"	"Ann"	"Petro"	"f"	"natural causes"	"a fever"	"prisoner, Tothill Fields Bridewell"	"y"	"https://www.londonlives.org/browse.jsp?div=WACWIC652200377"	"WACWIC65220"	"Westminster Coroners' Inquests, 1780, Westminster Abbey Muniment Room"
"WACWIC652200385"	"WACWIC652200386"	"1780-10-13"	"St Clement Danes"	"Sarah Best"	"Sarah"	"Best"	"f"	"suicide (insane)"	"hanged herself"	""	"y"	"https://www.londonlives.org/browse.jsp?div=WACWIC652200385"	"WACWIC65220"	"Westminster Coroners' Inquests, 1780, Westminster Abbey Muniment Room"
"WACWIC652200393"	"WACWIC652200394"	"1780-10-00"	"St Margaret"	"Alexander Robinson"	"Alexander"	"Robinson"	"m"	"accidental"	"fell down in the street and was run over by a coach"	""	"y"	"https://www.londonlives.org/browse.jsp?div=WACWIC652200393"	"WACWIC65220"	"Westminster Coroners' Inquests, 1780, Westminster Abbey Muniment Room"
"WACWIC652200402"	"WACWIC652200403"	"1780-10-25"	"St James"	"John Pattinson"	"John"	"Pattinson"	"m"	"suicide (insane)"	"shot himself"	""	"y"	"https://www.londonlives.org/browse.jsp?div=WACWIC652200402"	"WACWIC65220"	"Westminster Coroners' Inquests, 1780, Westminster Abbey Muniment Room"
"WACWIC652200412"	"WACWIC652200413"	"1780-10-27"	"St Margaret"	"Elizabeth Pye"	"Elizabeth"	"Pye"	"f"	"natural causes"	"a fever"	"prisoner, Tothill Fields Bridewell"	"y"	"https://www.londonlives.org/browse.jsp?div=WACWIC652200412"	"WACWIC65220"	"Westminster Coroners' Inquests, 1780, Westminster Abbey Muniment Room"
